,Comment,Class,preprocessing_result
852,check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :)﻿,1,check rapping hope guy like follow message ﻿
853,+447935454150 lovely girl talk to me xxx﻿,1,lovely girl talk xxx﻿
854,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,0,song true insane boy girl true people say guy never girl boy liers stop treating u girl way suck﻿
855,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1,check channel new song static youll love it﻿
856,Every single one of his songs brings me back to place I can never go back to and it hurts so bad inside﻿,0,every single one song brings back place never go back hurt bad inside﻿
857,Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1,free itunes giftcard code
858,"Its funny that Mahogany is there lmao, I actually didn&#39;t know that her brother and uncle are part of LMFAO﻿",0,funny mahogany lmao actually didnt know brother uncle part lmfao﻿
859,Dance :)﻿,0,dance ﻿
860,Check out this playlist on YouTube:pl﻿,1,check playlist youtubepl﻿
861,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿,0,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ｄａｍｎ ｔｈｉｓ ｃｏｍｍｅｎｔ ｉｓ ｆａｎｃy ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿
862,The great mother of the jungle. Sweet and natural. I like her videos.﻿,0,great mother jungle sweet natural like videos﻿
863,Check out this video on YouTube:﻿,1,check video youtube﻿
864,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿,0,song mean much thank soooooooooooooooooooooooooooooooooooooooo much xxx﻿
865,prehistoric song..has been﻿,0,prehistoric songhas been﻿
866,Check out this video on YouTube:﻿,1,check video youtube﻿
867,go here to check the views :3﻿,0,go check view ﻿
868,you cant stop the shuffle﻿,0,cant stop shuffle﻿
869,"I fuckin love this song!<br /><br /><br />After, I&#39;m sexy and I know it ﻿",0,fuckin love songbr br br im sexy know ﻿
870,https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ﻿,1,﻿
871,LOVE IT!!!!!!!﻿,0,love it﻿
872,https://www.facebook.com/FUDAIRYQUEEN?pnref=story﻿,1,
873,Check out this video on YouTube:﻿,1,check video youtube﻿
874,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿",1,like drone plz subscribe kamal tayara take video drone absolutely beautiful﻿
875,"great song, but we all know that Katy buys her views..﻿",0,great song know katy buy views﻿
876,Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1,great video great artist katy perry admire creativity check channel nonsense mobile tech review comparison well iphone plus review comparison﻿
877,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1,check playlist youtubeיbr br br br ⛺🏤⛺⛺﻿
878,sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,0,sorry hatersbr br br br br br br br br br br br br party rock en﻿
879,And i´m Shufflin still today :D﻿,0,i´m shufflin still today d﻿
880,give it a like﻿,1,give like﻿
881,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿",1,hey join tsū publishing platform share content
882,omg﻿,0,omg﻿
883,With the korean girl more slut and bitch : Hyuna :'33﻿,0,korean girl slut bitch hyuna ﻿
884,this song is better then monster by eminem﻿,0,song better monster eminem﻿
885,This video deserves <b>1B</b> views!!!﻿,0,video deserves bbb views﻿
886,"We get it, you came here for the views... ﻿",0,get came view ﻿
887,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿,1,﻿
888,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ ﻿",1,hard sad ithat little child actor hwang minoo dancing active child suffering brain tumor month left hard believe keep praying everyone future superstar stronglittlepsy fighting share everyone praying ﻿
889,Very nice,0,nice
890,She's an old Whore!﻿,0,shes old whore﻿
891,Check out this video on YouTube:﻿,1,check video youtube﻿
892,Still watching this 2 years later? ﻿,0,still watching year later ﻿
893,"This is fucking shit. From the first notes, that becomes clear. Complete  and utter shit. May God come and cleanse the earth of the complete and  utter idiocy which is humankind.﻿",0,fucking shit first note becomes clear complete utter shit may god come cleanse earth complete utter idiocy humankind﻿
894,Check out this playlist on YouTube:﻿,1,check playlist youtube﻿
895,Check my channel please! And listen to the best music ever :P﻿,1,check channel please listen best music ever p﻿
896,I like this song<br />﻿,0,like songbr ﻿
897,"I love this-the talents of eminem and Skylar,works well together﻿",0,love thisthe talent eminem skylarworks well together﻿
898,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like﻿,1,hey guy wouldnt mind chacking rap give like il giver vids like﻿
899,check men out i put allot of effort into my music but unfortunatly not many  watch it﻿,1,check men put allot effort music unfortunatly many watch it﻿
900,Why so many disliked??????!!!!!!😯﻿,0,many disliked😯﻿
901,"Check my channel, please!﻿",1,check channel please﻿
902,is that Megan fox﻿,0,megan fox﻿
903,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,super ﻿
904,Cutie girl and beautiful song,0,cutie girl beautiful song
905,I like it<br />﻿,0,like itbr ﻿
906,waka waka﻿,0,waka waka﻿
907,"WE GO FOR 1,000,000,000 FOR EMINEM﻿",0,go eminem﻿
908,Fantastic!!!﻿,0,fantastic﻿
909,"I wanted to know the name of the guy that dances at 00:58, anybody knows ?﻿",0,wanted know name guy dance anybody know ﻿
910,For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama﻿,1,latest movie please visit site
911,Nicee!!sabrosura viva https://soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿,1,niceesabrosura viva
912,"The girl in the train who was dancing, her outfit was so fucking sexy, but  the huge turn-off was she lacked eyebrows D:﻿",0,girl train dancing outfit fucking sexy huge turnoff lacked eyebrow d﻿
913,Youtube comments be like<br />This is so 5 years ago. ﻿,0,youtube comment likebr year ago ﻿
914,SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,1,see song open google type shakira guruofmovie﻿
915,"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",0,help shakira become first female hit billiom view ive decided watch video least one day everyday shakifans r close hit replay button ﻿
916,"Ahhh, 2 years ago....﻿",0,ahhh year ago﻿
917,Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,0,love relate daughter music katy perry roar official
918,OPPA GANGNAM STYLE!!!﻿,0,oppa gangnam style﻿
919,LMFAO!!!!!!!!﻿,0,lmfao﻿
920,Check out this video on YouTube:﻿,1,check video youtube﻿
921,Love the way you lie II is nicer in my opinion. :D﻿,0,love way lie ii nicer opinion d﻿
922,Why does a song like this have more views than Michael Jackson SMH﻿,0,song like view michael jackson smh﻿
923,Me and my aunt love this song!!!!!﻿,0,aunt love song﻿
924,music yeah﻿,0,music yeah﻿
925,I learned the shuffle because of them﻿,0,learned shuffle them﻿
926,Fuck you Eminem﻿,0,fuck eminem﻿
927,:)﻿,0,﻿
928,Check out this video on YouTube:..🌈🌈🌈﻿,1,check video youtube🌈🌈🌈﻿
929,Please check out my acoustic cover channel :) thanks ﻿,1,please check acoustic cover channel thanks ﻿
930,Sick Music for sick females﻿,0,sick music sick females﻿
931,Thumbs up if shrek is gay 👍﻿,1,thumb shrek gay 👍﻿
932,5 years... ﻿,0,year ﻿
933,song is bad﻿,0,song bad﻿
934,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿,1,psy news offıcal ﻿
935,"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.﻿",1,aye homies check remix cent life line started youtube channel way working hard give u feed back latest song guy think like show support﻿
936,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1,bing reward earn free money u cant get ur virus blue﻿
937,How can this song have 629 million views while there are only 7 million  people in the world?﻿,0,song million view million people world﻿
938,Eminem is the greatest artist to ever touch the mic.﻿,0,eminem greatest artist ever touch mic﻿
939,likeeeeeeeee﻿,0,likeeeeeeeee﻿
940,Almost 1 billion﻿,0,almost billion﻿
941,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,1,hey katycats releasing movie midnight uk time celebrate katys th birthday sure subscribe channel watch movie﻿
942,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl﻿,1,
943,http://thepiratebay.se/torrent/10626048/The.Expendables.3.2014.DVDScr.LEAKED.CLEAN.XviD.MP3-RARBG ﻿,1,﻿
944,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿,0,song good got overplayed hell radio﻿
945,Good song:-)﻿,0,good song﻿
946,I love this song so much﻿,0,love song much﻿
947,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿,0,lol thats guy animal planet lost girl megan fox think hahah ﻿
948,Check out this video on YouTube:﻿,1,check video youtube﻿
949,https://binbox.io/DNCkM#qT4Q1JB1﻿,1,
950,❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,0,❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿
951,Katy has the voice of gold. this video really brings the lyrics to life. I  am a rapper with 25000 subscribers.. thumbs up if you hate when you take a  shit and the water splashes your nuts﻿,1,katy voice gold video really brings lyric life rapper subscriber thumb hate take shit water splash nuts﻿
952,https://www.tsu.co/Aseris get money here !﻿,1,get money ﻿
953,Cool﻿,0,cool﻿
954,2 billion for this shit?﻿,0,billion shit﻿
955,This looks so fun and it's a good song﻿,0,look fun good song﻿
956,Check out this video on YouTube:﻿,1,check video youtube﻿
957,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",1,dance dancepsy
958,I remember that torunament like it was today.﻿,0,remember torunament like today﻿
959,"Check out our vids, our songs are awesome! And that I guarantee :)﻿",1,check vids song awesome guarantee ﻿
960,I felt old when I realized that this song was 5 years old...﻿,0,felt old realized song year old﻿
961,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿,1,hey guy check kollektivet dont slappin penis think deserve much credit receive﻿
962,https://www.indiegogo.com/projects/cleaning-the-pan--2    please halp me  with my project﻿,1,please halp project﻿
963,sub my channel for no reason -_-﻿,1,sub channel reason ﻿
964,Best. Song. EVER 🙌﻿,0,best song ever 🙌﻿
965,Come check out our parody of this!﻿,1,come check parody this﻿
966,I heard this when I was only 6 years old and I still love it﻿,0,heard year old still love it﻿
967,Eminem et Rihana trop belle chanson﻿,0,eminem et rihana trop belle chanson﻿
968,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,0,look real daughter big fan like lot songs﻿
969,watch this with sound off!﻿,0,watch sound off﻿
970,Gooooood﻿,0,gooooood﻿
971,so many comments.﻿,0,many comments﻿
972,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿,0,wow video viewed youtube video second come justin bieber baby smh world come to﻿
973,is that megan fox?﻿,0,megan fox﻿
974,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*﻿,0,gangman sty dddddddrop bass﻿
975,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0,lmfao party rock anthem ft lauren bennett goonrock﻿
976,Waka waka !!!﻿,0,waka waka ﻿
977,"You are all sheep, period. This is terrible music.﻿",0,sheep period terrible music﻿
978,Check out this playlist on YouTube:﻿,1,check playlist youtube﻿
979,I love katty perry﻿,0,love katty perry﻿
980,why I dont see any comments but mine?:/﻿,0,dont see comment mine﻿
981,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1,song awesome guy best love video hilarious lol im getting popular fast rap meaning thumb piss next water toilet doesnt make noise﻿
982,"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0,shakira different happy time spending africa br dance sing speaks languages﻿
983,2008-2010 were the years for pop﻿,0,year pop﻿
984,ROAAAAARRRRRR 🐯🐯🐯﻿,0,roaaaaarrrrrr 🐯🐯🐯﻿
985,lol so funny love it﻿,0,lol funny love it﻿
986,This is so stupid. If you Roared at a Lion in real life you'd dede﻿,0,stupid roared lion real life youd dede﻿
987,Eminem is my insperasen and fav﻿,0,eminem insperasen fav﻿
988,Please subscribe every sub gets a shout out tell me what type of videos u  want and I will try make it happen﻿,1,please subscribe every sub get shout tell type video u want try make happen﻿
989,Hello. İ am from Azerbaijan<br />﻿,0,hello i̇ azerbaijanbr ﻿
990,Katy Perry is lion﻿,0,katy perry lion﻿
991,Rihanna and Eminem together are unstoppable.﻿,0,rihanna eminem together unstoppable﻿
992,Check out my music niggas﻿,1,check music niggas﻿
993,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0,coming check people still viewing video apparently still do﻿
994,charlieee :DDDD (Those who saw Lost only will understand)﻿,0,charlieee dddd saw lost understand﻿
995,best song ever (y)﻿,0,best song ever y﻿
996,Cool﻿,0,cool﻿
997,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,1,everybody please vote katy ema best song best female best pop best live best look best video please vote katy please please please vote vote vote katy katy katy ﻿
998,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,katy perry roar official
999,OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)﻿,0,omg look like piece mirror harry potter deathly hallowsbr either house sirius black﻿
1000,She's awesome XD﻿,0,shes awesome xd﻿
1001,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1,free gift card go
1002,Love it﻿,0,love it﻿
1003,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",0,everyone joking hacked get billion view there certain amount people whatever actually buy views﻿
1004,In the beginning she was scared off everything and next thing you know she  is out in a leopard bikini!﻿,0,beginning scared everything next thing know leopard bikini﻿
1005,http://shhort.com/a?r=HuPwEH5ab﻿,1,
1006,Please subscribe to me﻿,1,please subscribe me﻿
1007,Fire..﻿,0,fire﻿
1008,i remember this song!,0,remember song
1009,Check out this video on YouTube:﻿,1,check video youtube﻿
1010,"Almost 1 billion views, nice.﻿",0,almost billion view nice﻿
1011,"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1,hi thereim group leader angel rookie korean pop group four member chanicka julie stephanie leah please feel free check channel leave feedback cover video criticism welcome know top notch singer please come leave constructive feedback video appreciate chance improve auditioning korean management company plan auditioning jyp bighit jellyfish yg sm thank taking time day read ﻿
1012,Shakira is my favourite singer. Wooooo﻿,0,shakira favourite singer wooooo﻿
1013,YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿,1,yay im th commenter crazy please donate bitcoins fhenqxtwqmvptayiejnealahzvem﻿
1014,Check out this video on YouTube:﻿,1,check video youtube﻿
1015,Party in da 🏠 tonight 👐👐👐👐👐👐﻿,0,party da 🏠 tonight 👐👐👐👐👐👐﻿
1016,2015 but Im still listening to this!﻿,0,im still listening this﻿
1017,Check out this video on YouTube:﻿,1,check video youtube﻿
1018,Check out this video on YouTube:﻿,1,check video youtube﻿
1019,subscribe to itz recaps and above diddle﻿,1,subscribe itz recap diddle﻿
1020,If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!﻿,0,body like katy perry look hot love ﻿
1021,Eminem and Rihanna sing the song very well.﻿,0,eminem rihanna sing song well﻿
1022,nice song﻿,0,nice song﻿
1023,"NEW GOAL!   3,000,000!  Let's go for it!﻿",0,new goal let go it﻿
1024,Go check out my rapping video called Four Wheels please ❤️﻿,1,go check rapping video called four wheel please ❤️﻿
1025,Waka waka eh eh﻿,0,waka waka eh eh﻿
1026,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0,fuck keep updated comment minute ago song year month ago﻿
1027,Check me out I'm all about gaming ﻿,1,check im gaming ﻿
1028,Check out pivot animations in my channel﻿,1,check pivot animation channel﻿
1029,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!﻿,1,reach subscriber go round public pouring bucket ice water people running away acting like wasnt like people see﻿
1030,At least she didn't get rid of her completely useless makeup.﻿,0,least didnt get rid completely useless makeup﻿
1031,Check out this video on YouTube:﻿,1,check video youtube﻿
1032,Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1,check video please dont hate give one oportunity﻿
1033,Oh my god go to 1 billion of replay i love shakira﻿,0,oh god go billion replay love shakira﻿
1034,subscribe to my channel yo - DJ Feelz﻿,1,subscribe channel yo dj feelz﻿
1035,Check out this playlist on YouTube:﻿,1,check playlist youtube﻿
1036,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0,since feminist champion would want reinforce stereotype girl girly painting nail elephant probably wouldnt even appreciate it﻿
1037,#1 song in world even in 2015﻿,0,song world even ﻿
1038,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0,love roar katy perry favorite singer sometimes mute volume look her﻿
1039,Can we reach 3 billion views by December 2014? ﻿,0,reach billion view december ﻿
1040,she is megan fox?because she is very similar﻿,0,megan foxbecause similar﻿
1041,Check out this video on YouTube:﻿,1,check video youtube﻿
1042,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0,view million katy perry illuminati confirmed﻿
1043,I love this song and expect the World Cup .﻿,0,love song expect world cup ﻿
1044,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . ﻿",0,said video deserve billion view keep visiting watch viewer ﻿
1045,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )﻿,0,saythis song change world completely good job psy girl awesome ﻿
1046,like me﻿,0,like me﻿
1047,Check out my covers I have a video coming out  please subscribe﻿,1,check cover video coming please subscribe﻿
1048,great l subscribe﻿,1,great l subscribe﻿
1049,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0,katy perry roar official
1050,"Nature is beautiful, no need to place tits in video to impress people.﻿",0,nature beautiful need place tit video impress people﻿
1051,"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0,hello earth population world hope great day ﻿
1052,I always end up coming back to this song<br />﻿,0,always end coming back songbr ﻿
1053,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. ﻿",0,haha cant believe many kid listen eminem kid know drug end high jail wonder never ended od ﻿
1054,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111﻿,0,billion view there million people world multiple accounts﻿
1055,subscribe to me for call of duty vids and give aways Goal-100 subs﻿,1,subscribe call duty vids give aways goal subs﻿
1056,Wow 23 min ago﻿,0,wow min ago﻿
1057,Looooved ﻿,0,looooved ﻿
1058,Who is still watching in 2015﻿,0,still watching ﻿
1059,Take a look at this video on YouTube:﻿,1,take look video youtube﻿
1060,"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",1,want win money hopme click href work ﻿
1061,I love You Katy ♥﻿,0,love katy ♥﻿
1062,"870,000,000 views...566,000 comments...oh my lanta﻿",0,view commentsoh lanta﻿
1063,"Look at the pictures, if not difficult http://image2you.ru/48051/1340524/        http://image2you.ru/48051/1340523/          http://image2you.ru/48051/1340522/ http://image2you.ru/48051/1340521/             http://image2you.ru/48051/1340520/       http://image2you.ru/48051/1340519/  http://image2you.ru/48051/1340518/            http://image2you.ru/48051/1340517/          http://image2you.ru/48051/1340504/ http://image2you.ru/48051/1340503/              http://image2you.ru/48051/1340502/            http://image2you.ru/48051/1340500/ http://image2you.ru/48051/1340499/        http://image2you.ru/48051/1340494/             http://image2you.ru/48051/1340493/ http://image2you.ru/48051/1340492/        http://image2you.ru/48051/1340491/           http://image2you.ru/48051/1340490/ http://image2you.ru/48051/1340489/             http://image2you.ru/48051/1340488/﻿",1,look picture difficult
1064,WELL THIS DUDES FADED THE FUCK OUT!﻿,0,well dude faded fuck out﻿
1065,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,1,votekatyperry mtv vma best lyric video see who lead vote
1066,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",1,help shakiras waka waka first song female artist reach billion viewsbr dark horse ahead roughly million view roar million viewsbr href
1067,old and good song﻿,0,old good song﻿
1068,Hii youtube﻿,0,hii youtube﻿
1069,I    loved        it           so       much          because         you          get         to         stand            fear .﻿,0,loved much get stand fear ﻿
1070,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1,please share help friend thank much﻿
1071,That's Good :)﻿,0,thats good ﻿
1072,ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1,ima rapper trying get notice please check mixtape datpiffcommixtapesdetailphpid﻿
1073,Man she is BEAUTIFUL!﻿,0,man beautiful﻿
1074,"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿",1,youtube comment nut shellbr br firstbr clubbr skip href close eyesbr advertisementsbr like comment reasonbr christianity arguementsbr religious arguementsbr console warsbr pcmasteracebr trollsbr quothow million view video there online people earthbr complaintsbr pewdiepie fangirlsbr minecraft scrubsbr rmontageparodiesbr br br shit﻿
1075,most popular video on youtube  ﻿,0,popular video youtube ﻿
1076,Check out this playlist on YouTube:hbbhhhgh﻿,1,check playlist youtubehbbhhhgh﻿
1077,More views than nikki minaj Anaconda﻿,0,view nikki minaj anaconda﻿
1078,this video has 800+m views<br />and the channel got 3m subscribers﻿,1,video viewsbr channel got subscribers﻿
1079,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3﻿",0,little psy month left tumor head miss u lt﻿
1080,"I don&#39;t understand this song, I have had the passion for women feel like im losing my mind but i don&#39;t understand the ideas of loving the the way someone lies.....﻿",0,dont understand song passion woman feel like im losing mind dont understand idea loving way someone lies﻿
1081,Whose watching this in 2015. If so hi-5﻿,0,whose watching hi﻿
1082,"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I  DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT  THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS.  COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A  CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I  WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.﻿",1,katy perry décio cabelo decio hair year age dont family im single alone homeless alcoholic age invisible composer dream record song could help please please trust give chance video youtube deciocabelo canal katy perry born october thank much decio hair﻿
1083,Its 2015 and still shuffling to this song🎶🎵🎧﻿,0,still shuffling song🎶🎵🎧﻿
1084,https://viralangels.com/user/d4aaacwk﻿,1,
1085,"Hey, it&#39;s Charlie from Lost﻿",0,hey charlie lost﻿
1086,"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",1,see thisbr href hmvtx﻿
1087,Check out this video on YouTube:      <br />﻿,1,check video youtube br ﻿
1088,Why does this video have so many views? Because asian things are awesome and non-asian countries are jelly so they  try to learn from asia by looking at this video d:﻿,0,video many view asian thing awesome nonasian country jelly try learn asia looking video d﻿
1089,"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",1,watching subscribe span classproflinkwrapperspan classproflinkprefixspana classproflink href oidsupermariologanaspan ﻿
1090,Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0,eminem idol people españa mexico latinoamerica﻿
1091,Whose who are watching this in 2015.  LIKE!﻿,0,whose watching like﻿
1092,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿,1,click
1093,I lovee it ♥﻿,0,lovee ♥﻿
1094,I am now going to voyage to the first comment...      Tell my family I loved them. 😢﻿,0,going voyage first comment tell family loved 😢﻿
1095,I remember when everyone was obsessed with Gangnam Style 😗﻿,0,remember everyone obsessed gangnam style 😗﻿
1096,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0,shuffling way lmfao like one wish could shuffle like crazy dudes﻿
1097,me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,1,segue ha
1098,Who else saw jesses dancing sorry if I spelled it wrong  peace✌﻿,0,else saw jesses dancing sorry spelled wrong peace✌﻿
1099,BEST SONG EVER X3333333333﻿,0,best song ever x﻿
1100,Who is watching in 2015 like﻿,0,watching like﻿
1101,C'mon 3 billion views!!!!!!!!﻿,0,cmon billion views﻿
